Post Link	Date	Time	Message	Reactions	Comment	Shares	Clicks	Impressions	Engagement Rate %	Click Through Rate	Post id	Post Type	New Followers from posts
"HaystackAnalytics
Feb 17, 11:08"	17-02-2026	11:08	"The future of newborn screening is being reshaped by genomics. Join us for “GUARDIAN: The New Newborn Screening” — an expert conversation on how early genomic insights are transforming pediatric care. Hear from Dr. Wendy Chung, moderated by Dr. Aparna Bhanushali, as they explore the clinical impact of next-generation screening. 19 February | 5:00 PM IST Reserve your seat: https://lnkd.in/de4ceU4J #NewbornScreening #Genomics #PediatricCare #PrecisionMedicine #Healthcare #PublicHealth"	6	3	0	15	"1,215"	1.98	1.23	149	Carousel	0
"HaystackAnalytics
Feb 17, 14:37"	17-02-2026	14:37	"Strengthening infectious disease diagnostics through collaboration and shared clinical insight. ?? The Round Table Meet at Sundaram Medical Foundation Hospital, Chennai, led by Dr. Poonam Tyagi, brought together healthcare professionals for meaningful clinical exchange on advancing diagnostic approaches. The session highlighted how NGS is enabling faster detection, accurate pathogen insights, and more informed treatment decisions to improve patient outcomes. Abhimanyuu Nambisan Gitesh Srivastava #RTM #InfectiousDiseases #NGS #Publichealth #Healthcare #ClinicalMicrobiology #HaystackAnalytics"	12	0	2	27	"1,043"	3.93	2.59	150	Static	0
"HaystackAnalytics
Feb 18, 06:50"	18-02-2026	06:50	"Just 1 day to go! Join us for “GUARDIAN: The New Newborn Screening” — an expert discussion on how genomics is advancing newborn screening and enabling earlier, smarter pediatric care. Featuring Dr.Wendy Chung, moderated by Dr. Aparna Bhanushali, this session explores the real clinical impact of next-generation screening. Date: 19 February Time: 5:00 PM IST | 6:30 AM EST Reserve your seat: https://lnkd.in/de4ceU4J Abhimanyuu Nambisan Ranjan K. Pranav Godse Shuja A. siddharth sasane Mohammad Umair Vivek Singh Rathore Gitesh Srivastava Rijul Pulikkal Raghu Raaj #NewbornScreening #Genomics #PediatricCare #PrecisionMedicine #Pediatrics #Healthcare #PublicHealth"	5	0	0	9	804	1.74	1.12	151	Static	0
"HaystackAnalytics
Feb 18, 13:44"	18-02-2026	13:44	"When rare genetic conditions go unrecognized, the clinical impact can quietly progress. Pompe disease is caused by changes in the ?????? gene that prevent proper glycogen breakdown, leading to gradual muscle and respiratory impairment. Because symptoms can vary in onset and severity, early genetic identification plays a critical role in guiding timely monitoring, intervention, and long-term care planning. DGx Pediatric Screening supports this early window of insight — helping clinicians and families move from delayed recognition to proactive, informed care. Abhimanyuu Nambisan Pranav Godse Rohan S SALVI siddharth sasane Shuja A. Mohammad Umair Vivek Singh Rathore Gitesh Srivastava Rijul Pulikkal Raghu Raaj #RareDiseases #Genetics #GeneticScreening #PediatricHealth #Genomics #Healthcare #Publichealth"	14	0	4	407	"1,465"	29.01	27.78	152	Carousel	0
"HaystackAnalytics
Feb 20, 11:47"	20-02-2026	11:47	"Transforming infectious disease diagnostics with the power of NGS. At RTM – Aakash Hospital, Chennai, Dr. Koushik Koujalagi shared insights on how advanced genomic technologies are enabling precise pathogen detection and supporting more timely, informed patient care decisions. Driving conversations that shape the future of diagnostics and clinical excellence. Abhimanyuu Nambisan Gitesh Srivastava #NGS #InfectiousDisease #Genomics #Precision #Healthcare #Publichealth"	20	0	1	28	"1,001"	4.9	2.8	153	Static	0
"HaystackAnalytics
Feb 20, 13:00"	20-02-2026	13:00	"To the ones who finished Bridgerton before the weekend ended. For the drama, the dresses, and the intrigue, we had a different question in mind. Consider this our Netflix-inspired curiosity. What if the season’s greatest scandal wasn’t whispered across ballrooms… but spreading quietly through society? Scarlet fever once shaped entire eras. Today, it reminds us that infectious threats evolve, and so must detection. With infexn-NGS, we turn outbreaks into insights, bringing genomic precision to modern infectious disease care. Netflix Abhimanyuu Nambisan Pranav Godse Rohan S SALVI siddharth sasane Shuja A. Mohammad Umair Vivek Singh Rathore Dr. Nidhi G. Gopal Singh Gitesh Srivastava Anupama Pradeepkumar Namith N Rijul Pulikkal Raghu Raaj Pranali Dongre Simone Jetha Dr. Simran Malik Dr Koyel Ghosh #Bridgerton #Netflix #Genomics #Diagnostics #InfectiousDisease #HealthCare #PublicHealth"	29	0	3	299	"1,039"	31.86	28.78	154	Carousel	0
"HaystackAnalytics
Feb 21, 13:13"	21-02-2026	13:13	"Precision meets practice at RTM – Manipal Hospital (Bangalore). ?? Dr. Shreya Shettar led an insightful session showcasing how advanced genomic approaches are transforming infectious disease management—moving from broad suspicion to precise pathogen identification in a single step. With solutions like infexn® NGS, FLU-NGS, and FEVER-NGS, clinicians are empowered with faster, data-driven insights that support confident and timely treatment decisions. Because in infectious diseases, the right answer—at the right time—changes everything. Gitesh Srivastava Namith N #RTM #NextGenerationSequencing #InfectiousDiseases #PrecisionDiagnostics #Genomics #HealthcareInnovation"	55	2	3	146	"2,615"	7.88	5.58	155	Static	0
"HaystackAnalytics
Feb 24, 13:40"	24-02-2026	13:40	Missed the live session? Catch the replay of “GUARDIAN: The New Newborn Screening” featuring Dr.Wendy Chung and moderator Dr.Aparna Bhanushali as they explore how genomics is advancing newborn screening and improving clinical outcomes. Watch now and stay informed on the evolving landscape of early detection. https://lnkd.in/dM3iAQSE Abhimanyuu Nambisan Ranjan K. Gitesh Srivastava Mohammad Umair Vivek Singh Rathore Rijul Pulikkal Raghu Raaj #WebinarReplay #NewbornScreening #Genomics #PrecisionMedicine #HaystackAnalytics	1	0	0	10	460	2.39	2.17	156	Static	0
"HaystackAnalytics
Feb 24, 14:54"	24-02-2026	14:54	"Precision genomics in action at KIMS Hospitals,Bangalore. An engaging RTM highlighting the expanding role of NGS across both proactive health and infectious disease diagnostics. Dr.R D PONMUDI Pharm.D shared perspectives on how advanced solutions from the identifi portfolio are enabling earlier risk insights and supporting preventive care. This was complemented by insights from Dr. Koushik Koujalagi, PhD, who discussed how NGS-based solutions are redefining infectious disease diagnostics through precise pathogen detection and timely clinical decision-making. Abhimanyuu Nambisan Gitesh Srivastava Namith N #HealthCare #PublicHealth #infectiousdiseases #infexn #identifi"	19	0	1	202	"1,034"	21.47	19.54	157	Carousel	0
"HaystackAnalytics
Feb 24, 15:00"	24-02-2026	15:00	"Advancing pediatric infectious disease diagnostics through precision genomics. At the CME in association with the Indian Academy Of Pediatrics, Sangli, Dr. Aniket P. Kumbhojkar and Dr Vijay Kulkarni shared clinical insights on pediatric infections, including resistant rickettsial case studies. The discussions underscored the importance of early and accurate diagnosis through an NGS-based diagnostic approach, improving patient outcomes and supporting timely, effective clinical care. Abhimanyuu Nambisan Rohan S SALVI Shailaja Patil Shuja A. #PublicHealth #Healthcare #InfectiousDiseases #Diagnostics #Genomics"	7	0	0	112	663	17.95	16.89	158	Carousel	0
"HaystackAnalytics
Feb 25, 09:04"	25-02-2026	09:04	"?? Ready to Step into the World of Clinical Genomics? Kickstart your career with hands-on Next Generation Sequencing (NGS) Training at HaystackAnalytics, Navi Mumbai! 15 Days Intensive Training Real-time industry exposure Certification on completion PPO opportunity for top performers Selection Date: 05 March 2026 Open for MSc students in Biotechnology, Biochemistry, Molecular Biology & Microbiology. If you're passionate about genomics and want practical lab exposure that sets you apart — this is your chance! ?? If interested, register on the link provided below : https://lnkd.in/dnJWxvSN Abhimanyuu Nambisan Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Vivek Singh Rathore Mohammad Umair Rijul Pulikkal Raghu Raaj Ragina N. Sweta Kumari Vedant Mudaliar Nachiket Patil #NGSTraining #NextGenerationSequencing #ClinicalGenomics #LifeScienceCareers #Biotechnology #MolecularBiology #Microbiology #Biochemistry #Genomics #LabTraining #NaviMumbai #HaystackAnalytics"	108	5	10	702	"10,806"	7.63	6.5	159	Static	0
"HaystackAnalytics
Feb 25, 11:00"	25-02-2026	11:00	"Advancing clinical care through the power of genomics. At the CME held at Sehgal Neo Hospital, Delhi, Dr Koyel Ghosh highlighted how NGS based solutions are enabling precise infectious disease diagnosis while also supporting early risk detection through Pediatric Screening. These advancements are empowering clinicians with deeper insights—driving earlier interventions, informed decisions, and more proactive patient care. Abhimanyuu Nambisan Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Inder Rawat #CME #Genomics #InfectiousDiseaseDiagnostics #PrecisionMedicine #PediatricScreening #CardiacScreening #HealthcareInnovation"	11	0	0	21	972	3.29	2.16	160	Static	0
"HaystackAnalytics
Feb 25, 13:52"	25-02-2026	13:52	"Driving meaningful impact, bringing precision diagnostics closer to clinical practice. At PULMOKARN 2026, Bangalore, our team showcased advanced NGS solutions - infexn-NGS, FLU-NGS, FEVER-NGS, and the ICMR-approved ? TB—highlighting their role in enabling faster, more accurate, and reliable infectious disease diagnosis. Through insightful interactions with leading clinicians, we reinforced how genomic innovations are transforming infectious disease diagnostics and shaping more informed, evidence-driven patient care. A sincere thank you to our dedicated sales and scientific teams for their relentless efforts in making this engagement impactful and successful. Abhimanyuu Nambisan Gitesh Srivastava Namith N Dr. Shreya Shettar #Pulmokarn2026 #NGS #HealthCare #PublicHealth #InfectiousDiseaseDiagnostics #infexn #HealthcareInnovation"	29	0	3	267	"1,105"	27.06	24.16	161	Carousel	0
"HaystackAnalytics
Feb 26, 13:41"	26-02-2026	13:41	"Antimicrobial resistance is not solely mutation-driven — it is increasingly mediated by intracellular genetic exchange. A recent study in Nature Communications highlights genetic crosstalk in ???????????????? ??????????????????????????, demonstrating how plasmids, transposons, and bacteriophages interact within the same cell to exchange antimicrobial resistance genes. This coordinated exchange enables rapid accumulation of multidrug resistance determinants, reinforcing the need for advanced genomic surveillance to better understand and contain emerging resistant pathogens. Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Gitesh Srivastava Namith N Anupama Pradeepkumar Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Rijul Pulikkal Raghu Raaj Dr. Simran Malik Dr Koyel Ghosh #AntimicrobialResistance #AMR #Healthcare #ClinicalMicrobiology #InfectiousDiseases #PublicHealth #NextGenerationSequencing #MolecularDiagnostics"	16	0	0	289	"1,012"	30.14	28.56	162	Carousel	0
"HaystackAnalytics
Feb 27, 05:42"	27-02-2026	05:42	"Be the next NGS Game-Changer. Still haven’t registered for the NGS Training Program? It’s time to step beyond theory and into real evaluation, real workflows, and real diagnostics. This 3-stage journey is built to challenge your understanding, sharpen your lab skills, and prepare you for product-oriented genomic testing in a live diagnostics environment. ?? Structured knowledge assessment ?? Guided hands-on lab immersion ?? Performance-based progression ?? Pre-placement consideration for top performers Limited seats. Measured performance. Meaningful outcomes. Apply through the link below. https://lnkd.in/dzdRCi6g Abhimanyuu Nambisan Amrutraj Zade Pranav Godse Rohan S SALVI Shuja A. siddharth sasane Gitesh Srivastava Anupama Pradeepkumar Namith N Mohammad Umair Vivek Singh Rathore Dr. Nidhi G. Rijul Pulikkal Raghu Raaj Sweta Kumari #NGSTraining #NextGenerationSequencing #Genomics #MolecularDiagnostics #ClinicalGenomics #HandsOnTraining #BiotechnologyCareers #LifeSciences"	18	5	5	"1,327"	"2,800"	48.39	47.39	163	Carousel	0
"HaystackAnalytics
Feb 27, 06:45"	27-02-2026	06:45	"At IMAGICON 2026, Chandigarh, Ms Adrija Mishra, Senior Genetic Counsellor at HaystackAnalytics, presented “Genetic Testing Redefined: The identifi Portfolio” — highlighting how advanced NGS-based diagnostics are enabling earlier insights and more informed clinical decisions.  Her session underscored a shared commitment to transforming genomics into real-world clinical impact through precision-driven diagnostic solutions. A special thank you to our dedicated sales team for their on-ground efforts, seamless coordination, and continued commitment to advancing precision genomics across regions. Abhimanyuu Nambisan Inder Rawat Wajid Zahoor Bhat #IMAGICON2026 #Genomics #HealthCare #PublicHealth #GeneticTesting #ClinicalGenomics"	18	0	0	227	"1,036"	23.65	21.91	164	Carousel	0
"HaystackAnalytics
Feb 27, 07:30"	27-02-2026	07:30	"Redefining infectious disease diagnostics through collaboration and innovation. At KAPICON 2026, Kolhapur, Dr Mahua Das Gupta (Kapoor) shared valuable insights on how advanced NGS-based solutions are reshaping diagnostic strategies and enabling more precise, timely clinical decisions. The event brought together experts united by a common goal—to strengthen infectious disease management and drive better patient outcomes through shared knowledge and clinical excellence. Abhimanyuu Nambisan Rohan S SALVI Dr Vijay Kulkarni Dr. Simran Malik Shailaja Patil Pranav Godse Shuja A. siddharth sasane #KAPICON2026 #InfectiousDiseaseDiagnostics #NGS #ClinicalExcellence #PrecisionMedicine"	18	0	1	209	"1,088"	20.96	19.21	165	Carousel	0
"HaystackAnalytics
Feb 28, 06:45"	28-02-2026	06:45	"Dreams fade when questions remain unanswered. Every moment without clarity reshapes the future. This World Rare Disease Day 2026, early diagnosis can protect more than health. Gaurav Srivastava Anirvan Chatterjee Abhimanyuu Nambisan Rohan S SALVI siddharth sasane Shuja A. Pranav Godse Gitesh Srivastava Mohammad Umair Vivek Singh Rathore Amrutraj Zade Rijul Pulikkal Raghu Raaj Dr. Simran Malik Dr Koyel Ghosh Yasmeen Kauser #RareDiseaseDay2026 #Genomics #HealthCare #Diagnostics #PublicHealth"	24	0	1	14	756	5.16	1.85	166	Video	0
